"time"	"choice"	"pair"	"task"	"rater"	"IDl"	"IDr"	"sex"	"ratingl"	"ratingr"	"heightl"	"heightr"	"weightl"	"weightr"	"agel"	"ager"	"heightsl"	"heightsr"	"weightsl"	"weightsr"	"agesl"	"agesr"
1.662	"Trlmar94"	"Balatt81|Trlmar94"	"body.form"	"R00456"	"Balatt81"	"Trlmar94"	"F"	5.59	4.99	172.4	183.5	81.1	85.2	34	22	-1.0750849645445	0.533677587252921	-0.0403154404631386	0.326098291824989	1.254646116732	-0.792208575217486
18.096	"Holvac92"	"Holzde94|Holvac92"	"body.form"	"R00456"	"Holzde94"	"Holvac92"	"F"	2.35	5.41	193.4	184.3	96.2	84.4	22	23	1.96851986318035	0.649624437832917	1.30915952479313	0.254602929427306	-0.792208575217486	-0.621637350888362
1.457	"Dusrad95"	"Hravoj97|Dusrad95"	"body.form"	"R00456"	"Hravoj97"	"Dusrad95"	"F"	4.97	3.02	177.1	187.9	80.1	75.8	19	21	-0.393897217387035	1.17138526544289	-0.129684643460243	-0.51397221634779	-1.30392224820486	-0.96277979954661
2.28	"Ledzde83"	"Ledzde83|Kovjan85"	"body.form"	"R00456"	"Ledzde83"	"Kovjan85"	"F"	6.49	4.51	186.5	173.6	112.4	92	33	32	0.9684782769279	-0.901164688674511	2.75694061334622	0.933808872205296	1.08407489240288	0.913503668073752
2.13	"Schvac86"	"Schvac86|Slojan94"	"body.form"	"R00456"	"Schvac86"	"Slojan94"	"F"	3.81	4.9	187.6	178	74.7	76.9	29	22	1.12790519647539	-0.263457010484541	-0.612278339644604	-0.415666093050975	0.40178999508638	-0.792208575217486
1.868	"Lehpet88"	"Lehpet88|jakkre91"	"body.form"	"R00456"	"Lehpet88"	"jakkre91"	"F"	4.45	3.59	176.4	187.7	74.8	108.6	29	25	-0.495350711644529	1.14239855279789	-0.603341419344894	2.41733764195722	0.40178999508638	-0.280494902230115
2.305	"Mibdav96"	"Fajjan99|Mibdav96"	"body.form"	"R00456"	"Fajjan99"	"Mibdav96"	"F"	2.86	4.56	186.2	172	78.5	65.6	18	20	0.9249982079604	-1.1330583898345	-0.272675368255609	-1.42553808691825	-1.47449347253398	-1.13335102387573
1.805	"Fajjan99"	"Fajjan99|Slojan94"	"body.form"	"R00456"	"Fajjan99"	"Slojan94"	"F"	2.86	4.9	186.2	178	78.5	76.9	18	22	0.9249982079604	-0.263457010484541	-0.272675368255609	-0.415666093050975	-1.47449347253398	-0.792208575217486
2.555	"Knaada85"	"Knaada85|Jurmar88"	"body.form"	"R00456"	"Knaada85"	"Jurmar88"	"F"	4.21	2.75	190.3	164.7	89	60.6	30	28	1.51922581718287	-2.19107340137695	0.665701263213984	-1.87238410190377	0.572361219415504	0.231218770757256
1.92	"Peltom81"	"Peltom81|Hnukar88"	"body.form"	"R00456"	"Peltom81"	"Hnukar88"	"F"	5.61	3.34	186	178.4	98.8	70.6	35	28	0.896011495315403	-0.205483585194543	1.5415194525856	-0.978692071932731	1.42521734106112	0.231218770757256
1.965	"Hudjan95"	"Hudjan95|Kovjan85"	"body.form"	"R00456"	"Hudjan95"	"Kovjan85"	"F"	5.5	4.51	175.7	173.6	76.2	92	21	32	-0.596804205902026	-0.901164688674511	-0.478224535148948	0.933808872205296	-0.96277979954661	0.913503668073752
11.133	"Maljan91"	"Maljan91|Jurmar88"	"body.form"	"R00458"	"Maljan91"	"Jurmar88"	"M"	6.06	2.75	179	164.7	83	60.6	24	28	-0.118523447259548	-2.19107340137695	0.12948604523136	-1.87238410190377	-0.451066126559239	0.231218770757256
5.945	"stanik99"	"Zamdan92|stanik99"	"body.form"	"R00458"	"Zamdan92"	"stanik99"	"M"	3	4.9	175	174	68	92.3	23	18	-0.69825770015952	-0.843191263384513	-1.2110519997252	0.960619633104427	-0.621637350888362	-1.47449347253398
4.665	"Lehpet88"	"Lehpet88|Durmic90"	"body.form"	"R00458"	"Lehpet88"	"Durmic90"	"M"	4.45	3.15	176.4	173.7	74.8	71.9	29	25	-0.495350711644529	-0.886671332352012	-0.603341419344894	-0.862512108036495	0.40178999508638	-0.280494902230115
2.938	"Kuzmat95"	"Holzde94|Kuzmat95"	"body.form"	"R00458"	"Holzde94"	"Kuzmat95"	"M"	2.35	5	193.4	175	96.2	85.1	22	20	1.96851986318035	-0.69825770015952	1.30915952479313	0.317161371525278	-0.792208575217486	-1.13335102387573
4.034	"Cesdan78"	"Cesdan78|Slojan94"	"body.form"	"R00458"	"Cesdan78"	"Slojan94"	"M"	5.97	4.9	183.3	178	94.8	76.9	38	22	0.504690874607924	-0.263457010484541	1.18404264059719	-0.415666093050975	1.93693101404849	-0.792208575217486
2.75	"Holvac92"	"Kovjan85|Holvac92"	"body.form"	"R00458"	"Kovjan85"	"Holvac92"	"M"	4.51	5.41	173.6	184.3	92	84.4	32	23	-0.901164688674511	0.649624437832917	0.933808872205296	0.254602929427306	0.913503668073752	-0.621637350888362
4.796	"Ondpet80"	"Ondpet80|Beljak94"	"body.form"	"R00458"	"Ondpet80"	"Beljak94"	"M"	5.03	3.54	183.4	190.5	98.7	86.7	36	22	0.519184230930422	1.54821252982787	1.53258253228589	0.460152096320645	1.59578856539025	-0.792208575217486
2.664	"Ondpet80"	"Ondpet80|Fajjan99"	"body.form"	"R00458"	"Ondpet80"	"Fajjan99"	"M"	5.03	2.86	183.4	186.2	98.7	78.5	36	18	0.519184230930422	0.9249982079604	1.53258253228589	-0.272675368255609	1.59578856539025	-1.47449347253398
2.238	"Trlmar94"	"janbal79|Trlmar94"	"body.form"	"R00458"	"janbal79"	"Trlmar94"	"M"	4.65	4.99	187.7	183.5	93.1	85.2	37	22	1.14239855279789	0.533677587252921	1.03211499550211	0.326098291824989	1.76635978971937	-0.792208575217486
9.588	"Holvac92"	"Holvac92|Podjak84"	"body.form"	"R00458"	"Holvac92"	"Podjak84"	"M"	5.41	4.5	184.3	185.9	84.4	79.4	23	31	0.649624437832917	0.881518138992905	0.254602929427306	-0.192243085558215	-0.621637350888362	0.742932443744628
62.839	"Ondpet80"	"Holvac92|Ondpet80"	"body.form"	"R00458"	"Holvac92"	"Ondpet80"	"M"	5.41	5.03	184.3	183.4	84.4	98.7	23	36	0.649624437832917	0.519184230930422	0.254602929427306	1.53258253228589	-0.621637350888362	1.59578856539025
83.433	"Kvatom96"	"Jankov90|Kvatom96"	"body.form"	"R00458"	"Jankov90"	"Kvatom96"	"M"	3.79	4.33	173	171.4	71.4	71.5	26	19	-0.988124826609506	-1.22001852776949	-0.907196709535047	-0.898259789235337	-0.109923677900991	-1.30392224820486
8.016	"Ondpet80"	"Balatt81|Ondpet80"	"body.form"	"R00458"	"Balatt81"	"Ondpet80"	"M"	5.59	5.03	172.4	183.4	81.1	98.7	34	36	-1.0750849645445	0.519184230930422	-0.0403154404631386	1.53258253228589	1.254646116732	1.59578856539025
76.427	"Salpav84"	"Holvac92|Salpav84"	"body.form"	"R00458"	"Holvac92"	"Salpav84"	"M"	5.41	3.23	184.3	187.2	84.4	88.3	23	32	0.649624437832917	1.06993177118539	0.254602929427306	0.603142821116011	-0.621637350888362	0.913503668073752
11.852	"Vavit89"	"Vavit89|Beljak94"	"body.form"	"R00458"	"Vavit89"	"Beljak94"	"M"	5.49	3.54	177.5	190.5	78.9	86.7	26	22	-0.335923792097037	1.54821252982787	-0.236927687056767	0.460152096320645	-0.109923677900991	-0.792208575217486
4.083	"Peltom81"	"Peltom81|Durmic90"	"body.form"	"R00458"	"Peltom81"	"Durmic90"	"M"	5.61	3.15	186	173.7	98.8	71.9	35	25	0.896011495315403	-0.886671332352012	1.5415194525856	-0.862512108036495	1.42521734106112	-0.280494902230115
23.478	"Salpav84"	"Svoale85|Salpav84"	"body.form"	"R00458"	"Svoale85"	"Salpav84"	"M"	2.91	3.23	170.9	187.2	67.9	88.3	31	32	-1.29248530938199	1.06993177118539	-1.21998892002491	0.603142821116011	0.742932443744628	0.913503668073752
5.762	"Ledzde83"	"Ledzde83|Kuzmat95"	"body.form"	"R00458"	"Ledzde83"	"Kuzmat95"	"M"	6.49	5	186.5	175	112.4	85.1	33	20	0.9684782769279	-0.69825770015952	2.75694061334622	0.317161371525278	1.08407489240288	-1.13335102387573
9.062	"Ondpet80"	"Fajjan99|Ondpet80"	"body.form"	"R00458"	"Fajjan99"	"Ondpet80"	"M"	2.86	5.03	186.2	183.4	78.5	98.7	18	36	0.9249982079604	0.519184230930422	-0.272675368255609	1.53258253228589	-1.47449347253398	1.59578856539025
4.369	"Bormir82"	"Hormic89|Bormir82"	"body.form"	"R00458"	"Hormic89"	"Bormir82"	"M"	3.45	3.25	172	192.2	73.6	85.7	27	33	-1.1330583898345	1.79459958731036	-0.710584462941419	0.370782893323541	0.0606475464281327	1.08407489240288
3.357	"Hravoj97"	"Salpav84|Hravoj97"	"body.form"	"R00458"	"Salpav84"	"Hravoj97"	"M"	3.23	4.97	187.2	177.1	88.3	80.1	32	19	1.06993177118539	-0.393897217387035	0.603142821116011	-0.129684643460243	0.913503668073752	-1.30392224820486
6.111	"Ondpet80"	"Kovjan85|Ondpet80"	"body.form"	"R00458"	"Kovjan85"	"Ondpet80"	"M"	4.51	5.03	173.6	183.4	92	98.7	32	36	-0.901164688674511	0.519184230930422	0.933808872205296	1.53258253228589	0.913503668073752	1.59578856539025
8.406	"Hnukar88"	"Slojan94|Hnukar88"	"body.form"	"R00458"	"Slojan94"	"Hnukar88"	"M"	4.9	3.34	178	178.4	76.9	70.6	22	28	-0.263457010484541	-0.205483585194543	-0.415666093050975	-0.978692071932731	-0.792208575217486	0.231218770757256
11.757	"Cesdan78"	"Cesdan78|janbal79"	"body.form"	"R00458"	"Cesdan78"	"janbal79"	"M"	5.97	4.65	183.3	187.7	94.8	93.1	38	37	0.504690874607924	1.14239855279789	1.18404264059719	1.03211499550211	1.93693101404849	1.76635978971937
5.127	"Hudjan95"	"Hudjan95|Lejtom94"	"body.form"	"R00458"	"Hudjan95"	"Lejtom94"	"M"	5.5	4.4	175.7	183	76.2	86.6	21	21	-0.596804205902026	0.461210805640424	-0.478224535148948	0.451215176020934	-0.96277979954661	-0.96277979954661
4.734	"Ledzde83"	"Ledzde83|Ondpet80"	"body.form"	"R00458"	"Ledzde83"	"Ondpet80"	"M"	6.49	5.03	186.5	183.4	112.4	98.7	33	36	0.9684782769279	0.519184230930422	2.75694061334622	1.53258253228589	1.08407489240288	1.59578856539025
4.786	"Miljir90"	"Vavit89|Miljir90"	"body.form"	"R00458"	"Vavit89"	"Miljir90"	"M"	5.49	5.41	177.5	177.8	78.9	79.2	26	27	-0.335923792097037	-0.292443723129538	-0.236927687056767	-0.210116926157636	-0.109923677900991	0.0606475464281327
5.073	"Mibdav96"	"Hudjan95|Mibdav96"	"body.form"	"R00458"	"Hudjan95"	"Mibdav96"	"M"	5.5	4.56	175.7	172	76.2	65.6	21	20	-0.596804205902026	-1.1330583898345	-0.478224535148948	-1.42553808691825	-0.96277979954661	-1.13335102387573
4.433	"Ledzde83"	"Ledzde83|Smimar96"	"body.form"	"R00458"	"Ledzde83"	"Smimar96"	"M"	6.49	4.46	186.5	180.5	112.4	77.2	33	21	0.9684782769279	0.0988768975779417	2.75694061334622	-0.388855332151844	1.08407489240288	-0.96277979954661
3.831	"Kuzmat95"	"Kuzmat95|Staond81"	"body.form"	"R00458"	"Kuzmat95"	"Staond81"	"M"	5	4.13	175	175.3	85.1	84	20	35	-0.69825770015952	-0.65477763119202	0.317161371525278	0.218855248228464	-1.13335102387573	1.42521734106112
10.058	"Ledzde83"	"Tanske91|Ledzde83"	"body.form"	"R00460"	"Tanske91"	"Ledzde83"	"F"	4.65	6.49	178.2	186.5	84.7	112.4	24	33	-0.234470297839544	0.9684782769279	0.281413690326437	2.75694061334622	-0.451066126559239	1.08407489240288
4.169	"Peltom81"	"Peltom81|Jankov90"	"body.form"	"R00460"	"Peltom81"	"Jankov90"	"F"	5.61	3.79	186	173	98.8	71.4	35	26	0.896011495315403	-0.988124826609506	1.5415194525856	-0.907196709535047	1.42521734106112	-0.109923677900991
8.197	"Jurmar88"	"Balond96|Jurmar88"	"body.form"	"R00460"	"Balond96"	"Jurmar88"	"F"	1.99	2.75	180.8	164.7	73.5	60.6	20	28	0.142356966545441	-2.19107340137695	-0.719521383241129	-1.87238410190377	-1.13335102387573	0.231218770757256
2.613	"Ledzde83"	"Ledzde83|Zamdan92"	"body.form"	"R00460"	"Ledzde83"	"Zamdan92"	"F"	6.49	3	186.5	175	112.4	68	33	23	0.9684782769279	-0.69825770015952	2.75694061334622	-1.2110519997252	1.08407489240288	-0.621637350888362
8.55	"Tanske91"	"Tanske91|Smimar96"	"body.form"	"R00460"	"Tanske91"	"Smimar96"	"F"	4.65	4.46	178.2	180.5	84.7	77.2	24	21	-0.234470297839544	0.0988768975779417	0.281413690326437	-0.388855332151844	-0.451066126559239	-0.96277979954661
4.108	"Ondpet80"	"Ondpet80|stanik99"	"body.form"	"R00460"	"Ondpet80"	"stanik99"	"F"	5.03	4.9	183.4	174	98.7	92.3	36	18	0.519184230930422	-0.843191263384513	1.53258253228589	0.960619633104427	1.59578856539025	-1.47449347253398
4.67	"Miljir90"	"Hudjan95|Miljir90"	"body.form"	"R00460"	"Hudjan95"	"Miljir90"	"F"	5.5	5.41	175.7	177.8	76.2	79.2	21	27	-0.596804205902026	-0.292443723129538	-0.478224535148948	-0.210116926157636	-0.96277979954661	0.0606475464281327
3.006	"Dvodav92"	"Dvodav92|Hnukar88"	"body.form"	"R00460"	"Dvodav92"	"Hnukar88"	"F"	5.08	3.34	167.7	178.4	65.5	70.6	24	28	-1.75627271170197	-0.205483585194543	-1.43447500721796	-0.978692071932731	-0.451066126559239	0.231218770757256
5.063	"Vavit89"	"Smimar96|Vavit89"	"body.form"	"R00460"	"Smimar96"	"Vavit89"	"F"	4.46	5.49	180.5	177.5	77.2	78.9	21	26	0.0988768975779417	-0.335923792097037	-0.388855332151844	-0.236927687056767	-0.96277979954661	-0.109923677900991
3.751	"janbal79"	"janbal79|Dusrad95"	"body.form"	"R00460"	"janbal79"	"Dusrad95"	"F"	4.65	3.02	187.7	187.9	93.1	75.8	37	21	1.14239855279789	1.17138526544289	1.03211499550211	-0.51397221634779	1.76635978971937	-0.96277979954661
3.115	"stanik99"	"stanik99|Tanske91"	"body.form"	"R00460"	"stanik99"	"Tanske91"	"F"	4.9	4.65	174	178.2	92.3	84.7	18	24	-0.843191263384513	-0.234470297839544	0.960619633104427	0.281413690326437	-1.47449347253398	-0.451066126559239
3.135	"Ledzde83"	"Kuzmat95|Ledzde83"	"body.form"	"R00460"	"Kuzmat95"	"Ledzde83"	"F"	5	6.49	175	186.5	85.1	112.4	20	33	-0.69825770015952	0.9684782769279	0.317161371525278	2.75694061334622	-1.13335102387573	1.08407489240288
7.93	"Salpav84"	"Svoale85|Salpav84"	"body.form"	"R00460"	"Svoale85"	"Salpav84"	"F"	2.91	3.23	170.9	187.2	67.9	88.3	31	32	-1.29248530938199	1.06993177118539	-1.21998892002491	0.603142821116011	0.742932443744628	0.913503668073752
2.658	"Staond81"	"Lejtom94|Staond81"	"body.form"	"R00460"	"Lejtom94"	"Staond81"	"F"	4.4	4.13	183	175.3	86.6	84	21	35	0.461210805640424	-0.65477763119202	0.451215176020934	0.218855248228464	-0.96277979954661	1.42521734106112
2.728	"Kovjan85"	"Kovjan85|Jurmar88"	"body.form"	"R00460"	"Kovjan85"	"Jurmar88"	"F"	4.51	2.75	173.6	164.7	92	60.6	32	28	-0.901164688674511	-2.19107340137695	0.933808872205296	-1.87238410190377	0.913503668073752	0.231218770757256
3.238	"Podjak84"	"Podjak84|Schvac86"	"body.form"	"R00460"	"Podjak84"	"Schvac86"	"F"	4.5	3.81	185.9	187.6	79.4	74.7	31	29	0.881518138992905	1.12790519647539	-0.192243085558215	-0.612278339644604	0.742932443744628	0.40178999508638
4.632	"Ledzde83"	"Hnukar88|Ledzde83"	"body.form"	"R00460"	"Hnukar88"	"Ledzde83"	"F"	3.34	6.49	178.4	186.5	70.6	112.4	28	33	-0.205483585194543	0.9684782769279	-0.978692071932731	2.75694061334622	0.231218770757256	1.08407489240288
57.426	"Dvodav92"	"Holzde94|Dvodav92"	"body.form"	"R00460"	"Holzde94"	"Dvodav92"	"F"	2.35	5.08	193.4	167.7	96.2	65.5	22	24	1.96851986318035	-1.75627271170197	1.30915952479313	-1.43447500721796	-0.792208575217486	-0.451066126559239
2.5	"Hudjan95"	"Hudjan95|Hnukar88"	"body.form"	"R00460"	"Hudjan95"	"Hnukar88"	"F"	5.5	3.34	175.7	178.4	76.2	70.6	21	28	-0.596804205902026	-0.205483585194543	-0.478224535148948	-0.978692071932731	-0.96277979954661	0.231218770757256
4.173	"Podjak84"	"Podjak84|jakkre91"	"body.form"	"R00460"	"Podjak84"	"jakkre91"	"F"	4.5	3.59	185.9	187.7	79.4	108.6	31	25	0.881518138992905	1.14239855279789	-0.192243085558215	2.41733764195722	0.742932443744628	-0.280494902230115
2.847	"Staond81"	"Staond81|Hnukar88"	"body.form"	"R00460"	"Staond81"	"Hnukar88"	"F"	4.13	3.34	175.3	178.4	84	70.6	35	28	-0.65477763119202	-0.205483585194543	0.218855248228464	-0.978692071932731	1.42521734106112	0.231218770757256
3.176	"Ledzde83"	"Jurmar88|Ledzde83"	"body.form"	"R00460"	"Jurmar88"	"Ledzde83"	"F"	2.75	6.49	164.7	186.5	60.6	112.4	28	33	-2.19107340137695	0.9684782769279	-1.87238410190377	2.75694061334622	0.231218770757256	1.08407489240288
2.633	"Smimar96"	"Smimar96|Dusrad95"	"body.form"	"R00460"	"Smimar96"	"Dusrad95"	"F"	4.46	3.02	180.5	187.9	77.2	75.8	21	21	0.0988768975779417	1.17138526544289	-0.388855332151844	-0.51397221634779	-0.96277979954661	-0.96277979954661
3.31	"Elijak78"	"Elijak78|Podjak84"	"body.form"	"R00460"	"Elijak78"	"Podjak84"	"F"	5.29	4.5	175.7	185.9	78.6	79.4	37	31	-0.596804205902026	0.881518138992905	-0.263738447955899	-0.192243085558215	1.76635978971937	0.742932443744628
3.624	"Ondpet80"	"Ondpet80|Jankov90"	"body.form"	"R00460"	"Ondpet80"	"Jankov90"	"F"	5.03	3.79	183.4	173	98.7	71.4	36	26	0.519184230930422	-0.988124826609506	1.53258253228589	-0.907196709535047	1.59578856539025	-0.109923677900991
2.772	"Knaada85"	"Knaada85|Hnukar88"	"body.form"	"R00460"	"Knaada85"	"Hnukar88"	"F"	4.21	3.34	190.3	178.4	89	70.6	30	28	1.51922581718287	-0.205483585194543	0.665701263213984	-0.978692071932731	0.572361219415504	0.231218770757256
5.42	"Balond96"	"Jurmar88|Balond96"	"body.form"	"R00460"	"Jurmar88"	"Balond96"	"F"	2.75	1.99	164.7	180.8	60.6	73.5	28	20	-2.19107340137695	0.142356966545441	-1.87238410190377	-0.719521383241129	0.231218770757256	-1.13335102387573
2.696	"janbal79"	"Schvac86|janbal79"	"body.form"	"R00460"	"Schvac86"	"janbal79"	"F"	3.81	4.65	187.6	187.7	74.7	93.1	29	37	1.12790519647539	1.14239855279789	-0.612278339644604	1.03211499550211	0.40178999508638	1.76635978971937
3.245	"Ondpet80"	"Ondpet80|Staond81"	"body.form"	"R00460"	"Ondpet80"	"Staond81"	"F"	5.03	4.13	183.4	175.3	98.7	84	36	35	0.519184230930422	-0.65477763119202	1.53258253228589	0.218855248228464	1.59578856539025	1.42521734106112
2.295	"Balatt81"	"Balatt81|Hormic89"	"body.form"	"R00460"	"Balatt81"	"Hormic89"	"F"	5.59	3.45	172.4	172	81.1	73.6	34	27	-1.0750849645445	-1.1330583898345	-0.0403154404631386	-0.710584462941419	1.254646116732	0.0606475464281327
8.841	"Balatt81"	"Holvac92|Balatt81"	"body.form"	"R00464"	"Holvac92"	"Balatt81"	"F"	5.41	5.59	184.3	172.4	84.4	81.1	23	34	0.649624437832917	-1.0750849645445	0.254602929427306	-0.0403154404631386	-0.621637350888362	1.254646116732
3.982	"Cesdan78"	"Cesdan78|Hudjan95"	"body.form"	"R00464"	"Cesdan78"	"Hudjan95"	"F"	5.97	5.5	183.3	175.7	94.8	76.2	38	21	0.504690874607924	-0.596804205902026	1.18404264059719	-0.478224535148948	1.93693101404849	-0.96277979954661
5.079	"Holvac92"	"Dusrad95|Holvac92"	"body.form"	"R00464"	"Dusrad95"	"Holvac92"	"F"	3.02	5.41	187.9	184.3	75.8	84.4	21	23	1.17138526544289	0.649624437832917	-0.51397221634779	0.254602929427306	-0.96277979954661	-0.621637350888362
14.733	"Ondpet80"	"Hnukar88|Ondpet80"	"body.form"	"R00464"	"Hnukar88"	"Ondpet80"	"F"	3.34	5.03	178.4	183.4	70.6	98.7	28	36	-0.205483585194543	0.519184230930422	-0.978692071932731	1.53258253228589	0.231218770757256	1.59578856539025
4.407	"Hudjan95"	"Hudjan95|Kovjan85"	"body.form"	"R00464"	"Hudjan95"	"Kovjan85"	"F"	5.5	4.51	175.7	173.6	76.2	92	21	32	-0.596804205902026	-0.901164688674511	-0.478224535148948	0.933808872205296	-0.96277979954661	0.913503668073752
19.97	"Cesdan78"	"Cesdan78|Ledzde83"	"body.form"	"R00464"	"Cesdan78"	"Ledzde83"	"F"	5.97	6.49	183.3	186.5	94.8	112.4	38	33	0.504690874607924	0.9684782769279	1.18404264059719	2.75694061334622	1.93693101404849	1.08407489240288
7.303	"Hravoj97"	"Hravoj97|Kuzmat95"	"body.form"	"R00464"	"Hravoj97"	"Kuzmat95"	"F"	4.97	5	177.1	175	80.1	85.1	19	20	-0.393897217387035	-0.69825770015952	-0.129684643460243	0.317161371525278	-1.30392224820486	-1.13335102387573
8.829	"Smimar96"	"Hravoj97|Smimar96"	"body.form"	"R00464"	"Hravoj97"	"Smimar96"	"F"	4.97	4.46	177.1	180.5	80.1	77.2	19	21	-0.393897217387035	0.0988768975779417	-0.129684643460243	-0.388855332151844	-1.30392224820486	-0.96277979954661
10.536	"Durmic90"	"Durmic90|Jankov90"	"body.form"	"R00464"	"Durmic90"	"Jankov90"	"F"	3.15	3.79	173.7	173	71.9	71.4	25	26	-0.886671332352012	-0.988124826609506	-0.862512108036495	-0.907196709535047	-0.280494902230115	-0.109923677900991
4.495	"Hravoj97"	"Hravoj97|Ondpet80"	"body.form"	"R00464"	"Hravoj97"	"Ondpet80"	"F"	4.97	5.03	177.1	183.4	80.1	98.7	19	36	-0.393897217387035	0.519184230930422	-0.129684643460243	1.53258253228589	-1.30392224820486	1.59578856539025
10.228	"Elijak78"	"Elijak78|Durmic90"	"body.form"	"R00464"	"Elijak78"	"Durmic90"	"F"	5.29	3.15	175.7	173.7	78.6	71.9	37	25	-0.596804205902026	-0.886671332352012	-0.263738447955899	-0.862512108036495	1.76635978971937	-0.280494902230115
9.627	"Dvodav92"	"Dvodav92|Lehpet88"	"body.form"	"R00464"	"Dvodav92"	"Lehpet88"	"F"	5.08	4.45	167.7	176.4	65.5	74.8	24	29	-1.75627271170197	-0.495350711644529	-1.43447500721796	-0.603341419344894	-0.451066126559239	0.40178999508638
6.671	"Dvodav92"	"Svajak84|Dvodav92"	"body.form"	"R00464"	"Svajak84"	"Dvodav92"	"F"	3.09	5.08	179.4	167.7	68.7	65.5	31	24	-0.0605500219695497	-1.75627271170197	-1.14849355762723	-1.43447500721796	0.742932443744628	-0.451066126559239
6.544	"Maljan91"	"Maljan91|stanik99"	"body.form"	"R00464"	"Maljan91"	"stanik99"	"F"	6.06	4.9	179	174	83	92.3	24	18	-0.118523447259548	-0.843191263384513	0.12948604523136	0.960619633104427	-0.451066126559239	-1.47449347253398
9.033	"Lejtom94"	"Lejtom94|Fajjan99"	"body.form"	"R00464"	"Lejtom94"	"Fajjan99"	"F"	4.4	2.86	183	186.2	86.6	78.5	21	18	0.461210805640424	0.9249982079604	0.451215176020934	-0.272675368255609	-0.96277979954661	-1.47449347253398
11.984	"Hravoj97"	"Dvodav92|Hravoj97"	"body.form"	"R00464"	"Dvodav92"	"Hravoj97"	"F"	5.08	4.97	167.7	177.1	65.5	80.1	24	19	-1.75627271170197	-0.393897217387035	-1.43447500721796	-0.129684643460243	-0.451066126559239	-1.30392224820486
6.477	"Peltom81"	"Peltom81|Maljan91"	"body.form"	"R00464"	"Peltom81"	"Maljan91"	"F"	5.61	6.06	186	179	98.8	83	35	24	0.896011495315403	-0.118523447259548	1.5415194525856	0.12948604523136	1.42521734106112	-0.451066126559239
9.002	"Mibdav96"	"Mibdav96|Zamdan92"	"body.form"	"R00464"	"Mibdav96"	"Zamdan92"	"F"	4.56	3	172	175	65.6	68	20	23	-1.1330583898345	-0.69825770015952	-1.42553808691825	-1.2110519997252	-1.13335102387573	-0.621637350888362
10.47	"Zamdan92"	"Knaada85|Zamdan92"	"body.form"	"R00464"	"Knaada85"	"Zamdan92"	"F"	4.21	3	190.3	175	89	68	30	23	1.51922581718287	-0.69825770015952	0.665701263213984	-1.2110519997252	0.572361219415504	-0.621637350888362
6.963	"Durmic90"	"stanik99|Durmic90"	"body.form"	"R00464"	"stanik99"	"Durmic90"	"F"	4.9	3.15	174	173.7	92.3	71.9	18	25	-0.843191263384513	-0.886671332352012	0.960619633104427	-0.862512108036495	-1.47449347253398	-0.280494902230115
9.946	"Lehpet88"	"Lehpet88|Kuzmat95"	"body.form"	"R00464"	"Lehpet88"	"Kuzmat95"	"F"	4.45	5	176.4	175	74.8	85.1	29	20	-0.495350711644529	-0.69825770015952	-0.603341419344894	0.317161371525278	0.40178999508638	-1.13335102387573
9.354	"Mibdav96"	"Vavit89|Mibdav96"	"body.form"	"R00464"	"Vavit89"	"Mibdav96"	"F"	5.49	4.56	177.5	172	78.9	65.6	26	20	-0.335923792097037	-1.1330583898345	-0.236927687056767	-1.42553808691825	-0.109923677900991	-1.13335102387573
15.854	"Svoale85"	"Ondpet80|Svoale85"	"body.form"	"R00464"	"Ondpet80"	"Svoale85"	"F"	5.03	2.91	183.4	170.9	98.7	67.9	36	31	0.519184230930422	-1.29248530938199	1.53258253228589	-1.21998892002491	1.59578856539025	0.742932443744628
17.059	"Svoale85"	"Svoale85|Holzde94"	"body.form"	"R00464"	"Svoale85"	"Holzde94"	"F"	2.91	2.35	170.9	193.4	67.9	96.2	31	22	-1.29248530938199	1.96851986318035	-1.21998892002491	1.30915952479313	0.742932443744628	-0.792208575217486
6.661	"Tanske91"	"Tanske91|Schvac86"	"body.form"	"R00464"	"Tanske91"	"Schvac86"	"F"	4.65	3.81	178.2	187.6	84.7	74.7	24	29	-0.234470297839544	1.12790519647539	0.281413690326437	-0.612278339644604	-0.451066126559239	0.40178999508638
22.088	"Svajak84"	"Svajak84|Dusrad95"	"body.form"	"R00464"	"Svajak84"	"Dusrad95"	"F"	3.09	3.02	179.4	187.9	68.7	75.8	31	21	-0.0605500219695497	1.17138526544289	-1.14849355762723	-0.51397221634779	0.742932443744628	-0.96277979954661
12.552	"Lehpet88"	"Lehpet88|Maljan91"	"body.form"	"R00464"	"Lehpet88"	"Maljan91"	"F"	4.45	6.06	176.4	179	74.8	83	29	24	-0.495350711644529	-0.118523447259548	-0.603341419344894	0.12948604523136	0.40178999508638	-0.451066126559239
12.917	"Kovjan85"	"Kovjan85|Durmic90"	"body.form"	"R00464"	"Kovjan85"	"Durmic90"	"F"	4.51	3.15	173.6	173.7	92	71.9	32	25	-0.901164688674511	-0.886671332352012	0.933808872205296	-0.862512108036495	0.913503668073752	-0.280494902230115
21.71	"Maljan91"	"Hormic89|Maljan91"	"body.form"	"R00464"	"Hormic89"	"Maljan91"	"F"	3.45	6.06	172	179	73.6	83	27	24	-1.1330583898345	-0.118523447259548	-0.710584462941419	0.12948604523136	0.0606475464281327	-0.451066126559239
